downloaded from Max Planck web site http://www.atmosphere.mpg.de/enid/2295 
on 3 March 2010 by S. Madronich
Structure:	O3
789.32    2.13232e-22
789.33    2.13265e-22
789.34    2.13206e-22
789.35    2.12758e-22
789.36    2.12410e-22
789.37    2.12146e-22
789.38    2.12040e-22
789.39    2.12067e-22
789.40    2.12191e-22
789.41    2.12415e-22
789.42    2.12395e-22
789.43    2.12105e-22
789.44    2.11880e-22
789.45    2.11877e-22
789.46    2.11762e-22
789.47    2.11906e-22
789.48    2.11932e-22
789.49    2.12020e-22
789.50    2.11632e-22
789.51    2.11312e-22
789.52    2.11018e-22
789.53    2.10719e-22
789.54    2.10692e-22
789.55    2.10476e-22
789.56    2.10333e-22
789.57    2.10462e-22
789.58    2.10523e-22
789.59    2.10812e-22
789.60    2.10929e-22
789.61    2.10795e-22
789.62    2.11175e-22
789.63    2.10992e-22
789.64    2.10629e-22
789.65    2.10359e-22
789.66    2.10285e-22
789.67    2.10068e-22
789.68    2.09767e-22
789.69    2.09585e-22
789.70    2.09876e-22
789.71    2.10257e-22
789.72    2.10055e-22
789.73    2.09955e-22
789.74    2.09897e-22
789.75    2.09518e-22
789.76    2.09442e-22
789.77    2.09413e-22
789.78    2.09328e-22
789.79    2.09180e-22
789.80    2.08769e-22
789.81    2.08683e-22
789.82    2.08455e-22
789.83    2.08389e-22
789.84    2.08660e-22
789.85    2.08753e-22
789.86    2.08355e-22
789.87    2.08038e-22
789.88    2.07745e-22
789.89    2.07828e-22
789.90    2.07942e-22
789.91    2.08124e-22
789.92    2.08369e-22
789.93    2.08643e-22
789.94    2.08188e-22
789.95    2.07858e-22
789.96    2.07368e-22
789.97    2.07177e-22
789.98    2.07061e-22
789.99    2.07185e-22
790.00    2.07494e-22
790.01    2.07907e-22
790.02    2.07758e-22
790.03    2.07750e-22
790.04    2.07584e-22
790.05    2.07283e-22
790.06    2.07181e-22
790.07    2.06965e-22
790.08    2.06782e-22
790.09    2.06822e-22
790.10    2.06714e-22
790.11    2.06844e-22
790.12    2.06841e-22
790.13    2.06852e-22
790.14    2.06773e-22
790.15    2.06465e-22
790.16    2.06090e-22
790.17    2.05774e-22
790.18    2.05446e-22
790.19    2.05437e-22
790.20    2.05510e-22
790.21    2.05688e-22
790.22    2.05668e-22
790.23    2.05741e-22
790.24    2.05726e-22
790.25    2.05792e-22
790.26    2.05657e-22
790.27    2.05515e-22
790.28    2.05446e-22
790.29    2.05409e-22
790.30    2.05160e-22
790.31    2.04980e-22
790.32    2.05010e-22
790.33    2.04927e-22
790.34    2.04546e-22
790.35    2.04393e-22
790.36    2.04183e-22
790.37    2.04419e-22
790.38    2.04627e-22
790.39    2.04844e-22
790.40    2.04835e-22
790.41    2.04614e-22
790.42    2.04321e-22
790.43    2.03882e-22
790.44    2.03354e-22
790.45    2.03455e-22
790.46    2.03262e-22
790.47    2.03242e-22
790.48    2.03178e-22
790.49    2.03076e-22
790.50    2.03139e-22
790.51    2.03013e-22
790.52    2.03124e-22
790.53    2.03400e-22
790.54    2.03242e-22
790.55    2.03068e-22
790.56    2.02916e-22
790.57    2.02522e-22
790.58    2.02609e-22
790.59    2.02470e-22
790.60    2.02250e-22
790.61    2.02351e-22
790.62    2.02237e-22
790.63    2.01941e-22
790.64    2.01672e-22
790.65    2.01769e-22
790.66    2.02117e-22
790.67    2.02438e-22
790.68    2.02571e-22
790.69    2.03035e-22
790.70    2.03052e-22
790.71    2.02961e-22
790.72    2.02639e-22
790.73    2.02378e-22
790.74    2.01782e-22
790.75    2.01395e-22
790.76    2.01076e-22
790.77    2.00935e-22
790.78    2.00735e-22
790.79    2.00951e-22
790.80    2.01150e-22
790.81    2.01339e-22
790.82    2.01096e-22
790.83    2.01116e-22
790.84    2.00994e-22
790.85    2.00789e-22
790.86    2.00440e-22
790.87    2.00359e-22
790.88    2.00316e-22
790.89    2.00604e-22
790.90    2.00448e-22
790.91    2.00411e-22
790.92    2.00175e-22
790.93    1.99958e-22
790.94    1.99741e-22
790.95    1.99734e-22
790.96    1.99879e-22
790.97    1.99967e-22
790.98    1.99696e-22
790.99    1.99282e-22
791.00    1.99105e-22
791.01    1.98937e-22
791.02    1.99069e-22
791.03    1.99305e-22
791.04    1.99467e-22
791.05    1.99692e-22
791.06    1.99681e-22
791.07    1.99622e-22
791.08    1.99474e-22
791.09    1.99214e-22
791.10    1.98983e-22
791.11    1.98566e-22
791.12    1.98233e-22
791.13    1.98244e-22
791.14    1.98356e-22
791.15    1.98457e-22
791.16    1.98464e-22
791.17    1.97943e-22
791.18    1.97652e-22
791.19    1.97382e-22
791.20    1.97328e-22
791.21    1.97436e-22
791.22    1.97501e-22
791.23    1.97227e-22
791.24    1.96983e-22
791.25    1.96609e-22
791.26    1.96674e-22
791.27    1.96932e-22
791.28    1.97296e-22
791.29    1.97342e-22
791.30    1.97100e-22
791.31    1.96496e-22
791.32    1.96133e-22
791.33    1.96390e-22
791.34    1.96345e-22
791.35    1.96593e-22
791.36    1.96596e-22
791.37    1.96374e-22
791.38    1.96336e-22
791.39    1.96052e-22
791.40    1.95964e-22
791.41    1.96120e-22
791.42    1.95945e-22
791.43    1.95946e-22
791.44    1.95760e-22
791.45    1.95471e-22
791.46    1.95326e-22
791.47    1.95009e-22
791.48    1.94903e-22
791.49    1.94946e-22
791.50    1.95077e-22
791.51    1.95405e-22
791.52    1.95413e-22
791.53    1.95338e-22
791.54    1.95398e-22
791.55    1.95146e-22
791.56    1.95334e-22
791.57    1.95330e-22
791.58    1.95158e-22
791.59    1.95069e-22
791.60    1.94742e-22
791.61    1.94466e-22
791.62    1.94347e-22
791.63    1.94401e-22
791.64    1.94388e-22
791.65    1.94237e-22
791.66    1.94128e-22
791.67    1.94127e-22
791.68    1.94011e-22
791.69    1.93914e-22
791.70    1.93847e-22
791.71    1.93885e-22
791.72    1.93917e-22
791.73    1.93988e-22
791.74    1.94082e-22
791.75    1.94079e-22
791.76    1.93888e-22
791.77    1.93543e-22
791.78    1.93155e-22
791.79    1.92936e-22
791.80    1.92848e-22
791.81    1.92778e-22
791.82    1.92906e-22
791.83    1.93000e-22
791.84    1.92871e-22
791.85    1.92499e-22
791.86    1.92373e-22
791.87    1.92241e-22
791.88    1.92049e-22
791.89    1.92043e-22
791.90    1.92192e-22
791.91    1.92315e-22
791.92    1.92264e-22
791.93    1.92114e-22
791.94    1.91769e-22
791.95    1.91456e-22
791.96    1.91352e-22
791.97    1.91255e-22
791.98    1.91425e-22
791.99    1.91607e-22
792.00    1.91649e-22
792.01    1.91741e-22
792.02    1.91555e-22
792.03    1.91423e-22
792.04    1.91385e-22
792.05    1.91552e-22
792.06    1.91526e-22
792.07    1.91492e-22
792.08    1.91259e-22
792.09    1.91301e-22
792.10    1.91007e-22
792.11    1.90955e-22
792.12    1.90768e-22
792.13    1.91052e-22
792.14    1.90745e-22
792.15    1.90412e-22
792.16    1.90253e-22
792.17    1.90164e-22
792.18    1.90020e-22
792.19    1.90426e-22
792.20    1.90167e-22
792.21    1.90415e-22
792.22    1.90397e-22
792.23    1.90238e-22
792.24    1.90328e-22
792.25    1.90269e-22
792.26    1.90215e-22
792.27    1.90172e-22
792.28    1.89796e-22
792.29    1.89929e-22
792.30    1.89672e-22
792.31    1.89445e-22
792.32    1.89271e-22
792.33    1.89083e-22
792.34    1.89060e-22
792.35    1.88984e-22
792.36    1.89285e-22
792.37    1.89665e-22
792.38    1.89590e-22
792.39    1.89383e-22
792.40    1.89153e-22
792.41    1.88916e-22
792.42    1.88906e-22
792.43    1.88740e-22
792.44    1.88736e-22
792.45    1.88568e-22
792.46    1.88030e-22
792.47    1.87725e-22
792.48    1.87737e-22
792.49    1.87756e-22
792.50    1.87925e-22
792.51    1.88160e-22
792.52    1.88221e-22
792.53    1.87866e-22
792.54    1.87648e-22
792.55    1.87609e-22
792.56    1.87376e-22
792.57    1.87320e-22
792.58    1.87294e-22
792.59    1.87569e-22
792.60    1.87723e-22
792.61    1.87638e-22
792.62    1.87708e-22
792.63    1.87411e-22
792.64    1.87491e-22
792.65    1.87358e-22
792.66    1.87039e-22
792.67    1.86955e-22
792.68    1.86731e-22
792.69    1.86487e-22
792.70    1.86111e-22
792.71    1.85982e-22
792.72    1.86153e-22
792.73    1.86020e-22
792.74    1.86163e-22
792.75    1.85995e-22
792.76    1.85987e-22
792.77    1.86208e-22
792.78    1.85892e-22
792.79    1.85946e-22
792.80    1.85792e-22
792.81    1.85945e-22
792.82    1.86158e-22
792.83    1.85744e-22
792.84    1.85671e-22
792.85    1.85575e-22
792.86    1.85366e-22
792.87    1.85600e-22
792.88    1.85559e-22
792.89    1.85721e-22
792.90    1.85729e-22
792.91    1.85262e-22
792.92    1.85051e-22
792.93    1.84770e-22
792.94    1.84845e-22
792.95    1.84678e-22
792.96    1.84491e-22
792.97    1.84216e-22
792.98    1.84214e-22
792.99    1.84000e-22
793.00    1.84223e-22
793.01    1.84244e-22
793.02    1.84573e-22
793.03    1.84346e-22
793.04    1.84323e-22
793.05    1.84132e-22
793.06    1.84344e-22
793.07    1.84291e-22
793.08    1.84500e-22
793.09    1.84328e-22
793.10    1.84209e-22
793.11    1.83862e-22
793.12    1.83645e-22
793.13    1.83471e-22
793.14    1.83563e-22
793.15    1.83692e-22
793.16    1.83650e-22
793.17    1.83665e-22
793.18    1.83870e-22
793.19    1.83573e-22
793.20    1.83285e-22
793.21    1.83079e-22
793.22    1.82843e-22
793.23    1.82858e-22
793.24    1.82674e-22
793.25    1.82952e-22
793.26    1.83130e-22
793.27    1.82890e-22
793.28    1.82777e-22
793.29    1.82596e-22
793.30    1.82312e-22
793.31    1.82362e-22
793.32    1.82332e-22
793.33    1.82271e-22
793.34    1.82034e-22
793.35    1.82025e-22
793.36    1.81926e-22
793.37    1.81683e-22
793.38    1.81755e-22
793.39    1.81818e-22
793.40    1.82045e-22
793.41    1.82426e-22
793.42    1.82213e-22
793.43    1.82261e-22
793.44    1.81925e-22
793.45    1.81469e-22
793.46    1.81427e-22
793.47    1.81446e-22
793.48    1.81608e-22
793.49    1.81831e-22
793.50    1.81571e-22
793.51    1.81478e-22
793.52    1.81265e-22
793.53    1.81099e-22
793.54    1.81032e-22
793.55    1.81127e-22
793.56    1.80953e-22
793.57    1.80892e-22
793.58    1.80782e-22
793.59    1.80600e-22
793.60    1.80694e-22
793.61    1.80616e-22
793.62    1.80551e-22
793.63    1.80486e-22
793.64    1.80268e-22
793.65    1.80464e-22
793.66    1.80324e-22
793.67    1.80180e-22
793.68    1.80309e-22
793.69    1.80256e-22
793.70    1.80109e-22
793.71    1.79855e-22
793.72    1.79554e-22
793.73    1.79587e-22
793.74    1.79627e-22
793.75    1.79638e-22
793.76    1.79870e-22
793.77    1.79789e-22
793.78    1.79602e-22
793.79    1.79247e-22
793.80    1.78958e-22
793.81    1.78833e-22
793.82    1.78956e-22
793.83    1.78840e-22
793.84    1.78923e-22
793.85    1.78786e-22
793.86    1.78643e-22
793.87    1.78586e-22
793.88    1.78687e-22
793.89    1.78750e-22
793.90    1.78734e-22
793.91    1.78414e-22
793.92    1.77997e-22
793.93    1.77757e-22
793.94    1.77592e-22
793.95    1.77724e-22
793.96    1.78142e-22
793.97    1.78378e-22
793.98    1.78491e-22
793.99    1.78122e-22
794.00    1.77806e-22
794.01    1.77709e-22
794.02    1.77603e-22
794.03    1.77785e-22
794.04    1.78158e-22
794.05    1.78071e-22
794.06    1.77772e-22
794.07    1.77382e-22
794.08    1.77156e-22
794.09    1.77058e-22
794.10    1.77145e-22
794.11    1.77186e-22
794.12    1.77232e-22
794.13    1.76892e-22
794.14    1.76748e-22
794.15    1.76623e-22
794.16    1.76743e-22
794.17    1.76887e-22
794.18    1.77305e-22
794.19    1.77336e-22
794.20    1.77399e-22
794.21    1.77008e-22
794.22    1.76714e-22
794.23    1.76451e-22
794.24    1.76469e-22
794.25    1.76211e-22
794.26    1.76496e-22
794.27    1.76433e-22
794.28    1.76647e-22
794.29    1.76515e-22
794.30    1.76177e-22
794.31    1.75955e-22
794.32    1.75820e-22
794.33    1.75571e-22
794.34    1.75165e-22
794.35    1.75026e-22
794.36    1.75181e-22
794.37    1.75332e-22
794.38    1.75438e-22
794.39    1.75626e-22
794.40    1.75720e-22
794.41    1.75613e-22
794.42    1.75157e-22
794.43    1.75082e-22
794.44    1.74951e-22
794.45    1.75231e-22
794.46    1.75283e-22
794.47    1.75253e-22
794.48    1.75141e-22
794.49    1.75056e-22
794.50    1.75056e-22
794.51    1.74886e-22
794.52    1.74894e-22
794.53    1.75151e-22
794.54    1.75155e-22
794.55    1.75005e-22
794.56    1.74932e-22
794.57    1.74875e-22
794.58    1.74778e-22
794.59    1.74683e-22
794.60    1.74639e-22
794.61    1.74546e-22
794.62    1.74670e-22
794.63    1.74623e-22
794.64    1.74487e-22
794.65    1.74193e-22
794.66    1.74057e-22
794.67    1.74024e-22
794.68    1.74010e-22
794.69    1.73998e-22
794.70    1.74184e-22
794.71    1.73981e-22
794.72    1.73881e-22
794.73    1.73609e-22
794.74    1.73860e-22
794.75    1.73689e-22
794.76    1.74082e-22
794.77    1.74135e-22
794.78    1.74089e-22
794.79    1.73693e-22
794.80    1.73452e-22
794.81    1.73133e-22
794.82    1.73203e-22
794.83    1.72987e-22
794.84    1.73042e-22
794.85    1.73058e-22
794.86    1.73155e-22
794.87    1.73428e-22
794.88    1.73583e-22
794.89    1.73469e-22
794.90    1.73075e-22
794.91    1.72823e-22
794.92    1.72436e-22
794.93    1.72162e-22
794.94    1.72221e-22
794.95    1.72570e-22
794.96    1.72901e-22
794.97    1.72697e-22
794.98    1.72258e-22
794.99    1.72194e-22
795.00    1.72138e-22
795.01    1.71806e-22
795.02    1.71982e-22
795.03    1.71996e-22
795.04    1.72157e-22
795.05    1.71792e-22
795.06    1.71589e-22
795.07    1.71596e-22
795.08    1.71480e-22
795.09    1.71173e-22
795.10    1.71197e-22
795.11    1.71191e-22
795.12    1.71451e-22
795.13    1.71338e-22
795.14    1.71524e-22
795.15    1.71700e-22
795.16    1.71439e-22
795.17    1.71313e-22
795.18    1.71384e-22
795.19    1.71287e-22
795.20    1.71465e-22
795.21    1.71251e-22
795.22    1.71271e-22
795.23    1.71288e-22
795.24    1.71114e-22
795.25    1.71243e-22
795.26    1.71361e-22
795.27    1.71153e-22
795.28    1.71158e-22
795.29    1.70919e-22
795.30    1.70780e-22
795.31    1.70754e-22
795.32    1.70612e-22
795.33    1.70722e-22
795.34    1.70720e-22
795.35    1.70596e-22
795.36    1.70477e-22
795.37    1.70345e-22
795.38    1.70261e-22
795.39    1.70315e-22
795.40    1.70413e-22
795.41    1.70450e-22
795.42    1.70286e-22
795.43    1.70127e-22
795.44    1.69830e-22
795.45    1.69783e-22
795.46    1.69879e-22
795.47    1.70018e-22
795.48    1.70067e-22
795.49    1.69950e-22
795.50    1.69588e-22
795.51    1.69251e-22
795.52    1.69003e-22
795.53    1.69008e-22
795.54    1.69268e-22
795.55    1.69320e-22
795.56    1.69457e-22
795.57    1.69641e-22
795.58    1.69646e-22
795.59    1.69634e-22
795.60    1.69468e-22
795.61    1.69142e-22
795.62    1.69145e-22
795.63    1.68861e-22
795.64    1.68752e-22
795.65    1.68816e-22
795.66    1.69024e-22
795.67    1.69346e-22
795.68    1.69287e-22
795.69    1.69227e-22
795.70    1.69077e-22
795.71    1.68817e-22
795.72    1.68469e-22
795.73    1.68264e-22
795.74    1.68328e-22
795.75    1.68210e-22
795.76    1.68059e-22
795.77    1.68093e-22
795.78    1.68025e-22
795.79    1.67934e-22
795.80    1.68194e-22
795.81    1.68167e-22
795.82    1.68376e-22
795.83    1.68150e-22
795.84    1.68058e-22
795.85    1.67975e-22
795.86    1.67897e-22
795.87    1.67774e-22
795.88    1.67772e-22
795.89    1.67367e-22
795.90    1.67521e-22
795.91    1.67448e-22
795.92    1.67585e-22
795.93    1.67672e-22
795.94    1.67645e-22
795.95    1.67805e-22
795.96    1.67496e-22
795.97    1.67355e-22
795.98    1.67337e-22
795.99    1.67280e-22
796.00    1.67504e-22
796.01    1.67559e-22
796.02    1.67438e-22
796.03    1.67565e-22
796.04    1.67367e-22
796.05    1.67312e-22
796.06    1.67100e-22
796.07    1.66915e-22
796.08    1.67069e-22
796.09    1.67098e-22
796.10    1.67035e-22
796.11    1.67122e-22
796.12    1.66952e-22
796.13    1.67052e-22
796.14    1.67018e-22
796.15    1.66576e-22
796.16    1.66699e-22
796.17    1.66698e-22
796.18    1.66546e-22
796.19    1.66497e-22
796.20    1.66257e-22
796.21    1.66516e-22
796.22    1.66490e-22
796.23    1.66304e-22
796.24    1.66496e-22
796.25    1.66602e-22
796.26    1.66589e-22
796.27    1.66342e-22
796.28    1.66112e-22
796.29    1.66160e-22
796.30    1.66001e-22
796.31    1.66082e-22
796.32    1.66167e-22
796.33    1.66200e-22
796.34    1.66318e-22
796.35    1.66005e-22
796.36    1.65994e-22
796.37    1.65921e-22
796.38    1.65924e-22
796.39    1.66112e-22
796.40    1.66052e-22
796.41    1.65871e-22
796.42    1.65768e-22
796.43    1.65435e-22
796.44    1.65445e-22
796.45    1.65279e-22
796.46    1.65507e-22
796.47    1.65643e-22
796.48    1.65609e-22
796.49    1.65798e-22
796.50    1.65977e-22
796.51    1.65765e-22
796.52    1.65725e-22
796.53    1.65550e-22
796.54    1.65576e-22
796.55    1.65562e-22
796.56    1.65645e-22
796.57    1.65650e-22
796.58    1.65624e-22
796.59    1.65541e-22
796.60    1.65571e-22
796.61    1.65793e-22
796.62    1.66113e-22
796.63    1.66230e-22
796.64    1.66168e-22
796.65    1.65627e-22
796.66    1.65305e-22
796.67    1.65121e-22
796.68    1.65015e-22
796.69    1.65048e-22
796.70    1.65223e-22
796.71    1.65152e-22
796.72    1.65124e-22
796.73    1.64953e-22
796.74    1.64711e-22
796.75    1.64623e-22
796.76    1.64593e-22
796.77    1.64465e-22
796.78    1.64513e-22
796.79    1.64433e-22
796.80    1.64766e-22
796.81    1.64839e-22
796.82    1.64598e-22
796.83    1.64546e-22
796.84    1.64619e-22
796.85    1.64490e-22
796.86    1.64254e-22
796.87    1.64402e-22
796.88    1.64641e-22
796.89    1.64482e-22
796.90    1.64292e-22
796.91    1.64117e-22
796.92    1.64265e-22
796.93    1.64269e-22
796.94    1.64245e-22
796.95    1.64515e-22
796.96    1.64376e-22
796.97    1.64153e-22
796.98    1.64015e-22
796.99    1.64023e-22
797.00    1.64190e-22
797.01    1.64276e-22
797.02    1.64297e-22
797.03    1.64136e-22
797.04    1.63954e-22
797.05    1.63837e-22
797.06    1.63755e-22
797.07    1.63825e-22
797.08    1.64021e-22
797.09    1.63947e-22
797.10    1.63823e-22
797.11    1.63799e-22
797.12    1.63929e-22
797.13    1.64002e-22
797.14    1.64011e-22
797.15    1.63895e-22
797.16    1.63957e-22
797.17    1.63788e-22
797.18    1.63789e-22
797.19    1.63930e-22
797.20    1.64061e-22
797.21    1.64127e-22
797.22    1.63965e-22
797.23    1.63689e-22
797.24    1.63707e-22
797.25    1.63432e-22
797.26    1.63413e-22
797.27    1.63338e-22
797.28    1.63100e-22
797.29    1.63047e-22
797.30    1.62746e-22
797.31    1.62699e-22
797.32    1.62740e-22
797.33    1.62775e-22
797.34    1.62945e-22
797.35    1.62968e-22
797.36    1.62948e-22
797.37    1.63097e-22
797.38    1.63122e-22
797.39    1.63058e-22
797.40    1.62973e-22
797.41    1.63000e-22
797.42    1.62726e-22
797.43    1.62621e-22
797.44    1.62779e-22
797.45    1.62732e-22
797.46    1.62789e-22
797.47    1.62691e-22
797.48    1.62588e-22
797.49    1.62308e-22
797.50    1.61949e-22
797.51    1.61767e-22
797.52    1.61690e-22
797.53    1.61635e-22
797.54    1.61844e-22
797.55    1.61986e-22
797.56    1.62196e-22
797.57    1.62291e-22
797.58    1.62251e-22
797.59    1.62065e-22
797.60    1.61917e-22
797.61    1.61812e-22
797.62    1.61623e-22
797.63    1.61792e-22
797.64    1.62055e-22
797.65    1.62267e-22
797.66    1.62352e-22
797.67    1.62368e-22
797.68    1.62392e-22
797.69    1.62243e-22
797.70    1.62028e-22
797.71    1.62165e-22
797.72    1.62302e-22
797.73    1.62541e-22
797.74    1.62638e-22
797.75    1.62639e-22
797.76    1.62486e-22
797.77    1.62159e-22
797.78    1.61957e-22
797.79    1.61784e-22
797.80    1.61831e-22
797.81    1.61591e-22
797.82    1.61446e-22
797.83    1.61382e-22
797.84    1.61100e-22
797.85    1.61009e-22
797.86    1.61192e-22
797.87    1.61299e-22
797.88    1.61480e-22
797.89    1.61409e-22
797.90    1.61390e-22
797.91    1.61422e-22
797.92    1.61364e-22
797.93    1.61548e-22
797.94    1.61680e-22
797.95    1.61506e-22
797.96    1.61512e-22
797.97    1.61400e-22
797.98    1.61229e-22
797.99    1.61181e-22
798.00    1.61033e-22
798.01    1.61222e-22
798.02    1.61474e-22
798.03    1.61233e-22
798.04    1.61030e-22
798.05    1.60806e-22
798.06    1.60828e-22
798.07    1.60862e-22
798.08    1.60679e-22
798.09    1.60923e-22
798.10    1.61166e-22
798.11    1.61055e-22
798.12    1.60885e-22
798.13    1.60718e-22
798.14    1.60727e-22
798.15    1.60693e-22
798.16    1.60640e-22
798.17    1.60699e-22
798.18    1.60841e-22
798.19    1.60729e-22
798.20    1.60304e-22
798.21    1.60011e-22
798.22    1.59802e-22
798.23    1.59759e-22
798.24    1.59704e-22
798.25    1.59969e-22
798.26    1.60385e-22
798.27    1.60638e-22
798.28    1.60748e-22
798.29    1.61092e-22
798.30    1.61035e-22
798.31    1.60931e-22
798.32    1.60642e-22
798.33    1.60587e-22
798.34    1.60328e-22
798.35    1.60231e-22
798.36    1.60365e-22
798.37    1.60462e-22
798.38    1.60286e-22
798.39    1.60018e-22
798.40    1.59819e-22
798.41    1.59575e-22
798.42    1.59609e-22
798.43    1.59692e-22
798.44    1.60195e-22
798.45    1.60477e-22
798.46    1.60627e-22
798.47    1.60617e-22
798.48    1.60549e-22
798.49    1.60213e-22
798.50    1.60220e-22
798.51    1.60038e-22
798.52    1.60070e-22
798.53    1.59855e-22
798.54    1.59678e-22
798.55    1.59654e-22
798.56    1.59747e-22
798.57    1.59750e-22
798.58    1.60046e-22
798.59    1.60129e-22
798.60    1.60015e-22
798.61    1.59976e-22
798.62    1.60079e-22
798.63    1.59987e-22
798.64    1.59914e-22
798.65    1.59968e-22
798.66    1.60070e-22
798.67    1.59963e-22
798.68    1.60003e-22
798.69    1.60065e-22
798.70    1.60091e-22
798.71    1.59841e-22
798.72    1.59650e-22
798.73    1.59539e-22
798.74    1.59270e-22
798.75    1.59228e-22
798.76    1.59345e-22
798.77    1.59340e-22
798.78    1.59344e-22
798.79    1.59172e-22
798.80    1.59115e-22
798.81    1.59124e-22
798.82    1.58967e-22
798.83    1.58812e-22
798.84    1.58940e-22
798.85    1.59215e-22
798.86    1.59366e-22
798.87    1.59278e-22
798.88    1.59310e-22
798.89    1.59275e-22
798.90    1.59127e-22
798.91    1.58803e-22
798.92    1.58778e-22
798.93    1.58859e-22
798.94    1.58854e-22
798.95    1.58803e-22
798.96    1.58816e-22
798.97    1.58749e-22
798.98    1.58685e-22
798.99    1.58696e-22
799.00    1.58690e-22
799.01    1.58746e-22
799.02    1.58713e-22
799.03    1.58616e-22
799.04    1.58258e-22
799.05    1.57944e-22
799.06    1.57802e-22
799.07    1.57756e-22
799.08    1.57869e-22
799.09    1.58048e-22
799.10    1.58308e-22
799.11    1.58263e-22
799.12    1.58127e-22
799.13    1.58155e-22
799.14    1.58190e-22
799.15    1.57840e-22
799.16    1.57701e-22
799.17    1.57448e-22
799.18    1.57413e-22
799.19    1.57421e-22
799.20    1.57706e-22
799.21    1.57985e-22
799.22    1.58312e-22
799.23    1.58193e-22
799.24    1.57983e-22
799.25    1.57808e-22
799.26    1.57699e-22
799.27    1.57732e-22
799.28    1.57941e-22
799.29    1.57806e-22
799.30    1.57980e-22
799.31    1.57678e-22
799.32    1.57629e-22
799.33    1.57815e-22
799.34    1.57749e-22
799.35    1.57830e-22
799.36    1.57867e-22
799.37    1.57540e-22
799.38    1.57533e-22
799.39    1.57273e-22
799.40    1.57476e-22
799.41    1.57477e-22
799.42    1.57554e-22
799.43    1.57663e-22
799.44    1.57461e-22
799.45    1.57395e-22
799.46    1.57215e-22
799.47    1.56910e-22
799.48    1.56804e-22
799.49    1.56597e-22
799.50    1.57017e-22
799.51    1.57302e-22
799.52    1.57389e-22
799.53    1.57627e-22
799.54    1.57526e-22
799.55    1.57034e-22
799.56    1.57043e-22
799.57    1.56852e-22
799.58    1.56920e-22
799.59    1.57078e-22
799.60    1.57024e-22
799.61    1.57121e-22
799.62    1.57237e-22
799.63    1.57102e-22
799.64    1.57350e-22
799.65    1.57004e-22
799.66    1.56751e-22
799.67    1.56599e-22
799.68    1.56380e-22
799.69    1.56346e-22
799.70    1.56319e-22
799.71    1.56277e-22
799.72    1.56347e-22
799.73    1.56376e-22
799.74    1.56322e-22
799.75    1.56472e-22
799.76    1.56650e-22
799.77    1.56728e-22
799.78    1.56771e-22
799.79    1.56744e-22
799.80    1.56712e-22
799.81    1.56670e-22
799.82    1.56515e-22
799.83    1.56687e-22
799.84    1.56495e-22
799.85    1.56484e-22
799.86    1.56738e-22
799.87    1.56440e-22
799.88    1.56179e-22
799.89    1.56020e-22
799.90    1.56072e-22
799.91    1.56474e-22
799.92    1.56573e-22
799.93    1.56863e-22
799.94    1.57148e-22
799.95    1.56669e-22
799.96    1.56146e-22
799.97    1.55866e-22
799.98    1.55848e-22
799.99    1.56034e-22
800.00    1.56127e-22
800.01    1.56434e-22
800.02    1.56777e-22
800.03    1.56697e-22
800.04    1.56456e-22
800.05    1.56541e-22
800.06    1.56799e-22
800.07    1.56492e-22
800.08    1.56488e-22
800.09    1.56120e-22
800.10    1.55710e-22
800.11    1.55420e-22
800.12    1.55224e-22
800.13    1.55507e-22
800.14    1.55880e-22
800.15    1.55907e-22
800.16    1.56470e-22
800.17    1.56126e-22
800.18    1.55955e-22
800.19    1.55571e-22
800.20    1.55106e-22
800.21    1.54982e-22
800.22    1.54881e-22
800.23    1.54858e-22
800.24    1.55180e-22
800.25    1.55481e-22
800.26    1.55902e-22
800.27    1.55865e-22
800.28    1.55912e-22
800.29    1.55771e-22
800.30    1.55477e-22
800.31    1.55331e-22
800.32    1.55409e-22
800.33    1.55874e-22
800.34    1.56120e-22
800.35    1.56222e-22
800.36    1.56097e-22
800.37    1.55662e-22
800.38    1.55343e-22
800.39    1.55267e-22
800.40    1.55488e-22
800.41    1.55966e-22
800.42    1.55981e-22
800.43    1.55845e-22
800.44    1.55580e-22
800.45    1.55269e-22
800.46    1.54829e-22
800.47    1.54579e-22
800.48    1.54879e-22
800.49    1.55547e-22
800.50    1.55780e-22
800.51    1.55972e-22
800.52    1.55948e-22
800.53    1.55680e-22
800.54    1.55368e-22
800.55    1.55143e-22
800.56    1.55117e-22
800.57    1.55405e-22
800.58    1.55618e-22
800.59    1.55432e-22
800.60    1.55317e-22
800.61    1.55093e-22
800.62    1.55241e-22
800.63    1.55384e-22
800.64    1.55477e-22
800.65    1.55811e-22
800.66    1.55747e-22
800.67    1.55598e-22
800.68    1.55209e-22
800.69    1.54954e-22
800.70    1.55281e-22
800.71    1.55548e-22
800.72    1.55614e-22
800.73    1.55448e-22
800.74    1.55127e-22
800.75    1.55185e-22
800.76    1.54932e-22
800.77    1.55019e-22
800.78    1.55171e-22
800.79    1.55267e-22
800.80    1.55166e-22
800.81    1.54745e-22
800.82    1.54522e-22
800.83    1.54885e-22
800.84    1.55036e-22
800.85    1.55396e-22
800.86    1.55506e-22
800.87    1.55498e-22
800.88    1.55502e-22
800.89    1.55187e-22
800.90    1.55102e-22
800.91    1.55420e-22
800.92    1.55230e-22
